driver,kart,tires,glider,weight,acceleration,on road traction,off road traction,mini-turbo,ground speed,water speed,anti-gravity speed,air speed,ground handling,water handling,anti-gravity handling,air handling,speed+MT,Pareto Optimal?
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,15,5,11,5,8,16,12,14,9,8,10,7,7,24,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,14,6,11,5,9,15,12,14,8,8,10,7,8,24,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,15,4,7,8,8,16,16,10,11,8,11,7,6,24,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,14,5,7,8,9,15,16,11,10,8,11,7,7,24,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,16,4,8,7,8,16,15,11,11,8,12,6,6,24,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,15,5,8,7,9,15,15,11,10,8,12,6,7,24,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,11,9,7,9,12,13,15,11,11,9,12,10,8,25,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,10,7,9,13,12,15,12,10,9,12,10,9,25,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,9,8,8,12,13,14,12,11,9,13,9,8,25,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,10,8,8,13,12,14,12,10,9,13,9,9,25,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,14,7,9,12,9,15,17,11,10,7,10,8,8,24,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,13,8,9,12,10,14,17,12,9,7,10,8,9,24,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,15,7,10,11,9,15,16,12,10,7,11,7,8,24,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,14,8,10,11,10,14,16,12,9,7,11,7,9,24,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,12,8,8,12,12,13,14,10,13,8,10,8,9,25,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,9,8,12,13,12,14,11,12,8,10,8,10,25,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,8,9,11,12,13,13,11,13,8,11,7,9,25,false
Mario/Ludwig/Mii (medium),Steel Driver/Tri-Speeder/Bone Rattler,Sponge/Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,9,9,11,13,12,13,11,12,8,11,7,10,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Standard/Blue Standard/GLA Tires,Super Glider/Waddle Wing/Hylian Kite,11,12,11,11,14,12,13,12,16,12,9,11,12,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Standard/Blue Standard/GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,13,11,11,15,11,13,13,15,12,9,11,13,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Standard/Blue Standard/GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,12,12,10,14,12,12,13,16,12,10,10,12,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Standard/Blue Standard/GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,13,12,10,15,11,12,13,15,12,10,10,13,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Monster/Hot Monster/Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,13,10,12,13,13,12,12,12,14,9,7,8,10,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Monster/Hot Monster/Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,11,12,13,14,11,12,13,13,9,7,8,11,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Monster/Hot Monster/Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,10,13,12,13,12,11,13,14,9,8,7,10,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Monster/Hot Monster/Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,11,13,12,14,11,11,13,13,9,8,7,11,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,9,14,9,10,16,10,13,10,16,13,10,12,13,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,15,9,10,17,9,13,11,15,13,10,12,14,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,14,10,9,16,10,12,11,16,13,11,11,13,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,15,10,9,17,9,12,11,15,13,11,11,14,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,11,10,13,7,13,13,12,14,15,13,10,11,13,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,11,13,7,14,12,12,15,14,13,10,11,14,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,10,14,6,13,13,11,15,15,13,11,10,13,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,11,14,6,14,12,11,15,14,13,11,10,14,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,12,9,13,6,11,14,10,14,13,11,6,10,10,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,10,13,6,12,13,10,15,12,11,6,10,11,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,9,14,5,11,14,9,15,13,11,7,9,10,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,10,14,5,12,13,9,15,12,11,7,9,11,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,13,8,10,8,11,14,13,11,15,11,8,9,9,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,9,10,8,12,13,13,12,14,11,8,9,10,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,8,11,7,11,14,12,12,15,11,9,8,9,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,9,11,7,12,13,12,12,14,11,9,8,10,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,9,13,10,9,15,11,12,12,15,12,9,12,11,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,8,14,10,9,16,10,12,13,14,12,9,12,12,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,10,13,11,8,15,11,11,13,15,12,10,11,11,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,9,14,11,8,16,10,11,13,14,12,10,11,12,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,12,11,12,12,12,13,14,12,14,10,7,10,11,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,12,12,12,13,12,14,13,13,10,7,10,12,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,11,13,11,12,13,13,13,14,10,8,9,11,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,12,13,11,13,12,13,13,13,10,8,9,12,25,false
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,10,12,11,12,15,11,11,11,17,11,7,10,12,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,13,11,12,16,10,11,12,16,11,7,10,13,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,12,12,11,15,11,10,12,17,11,8,9,12,26,true
Mario/Ludwig/Mii (medium),Cat Cruiser/Comet/Yoshi Bike/Teddy Buggy,Sponge/Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,13,12,11,16,10,10,12,16,11,8,9,13,26,true
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Standard/Blue Standard/GLA Tires,Super Glider/Waddle Wing/Hylian Kite,12,8,10,9,10,15,12,13,14,9,8,10,8,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Standard/Blue Standard/GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,9,10,9,11,14,12,14,13,9,8,10,9,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Standard/Blue Standard/GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,8,11,8,10,15,11,14,14,9,9,9,8,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Standard/Blue Standard/GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,9,11,8,11,14,11,14,13,9,9,9,9,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Monster/Hot Monster/Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,14,6,11,11,9,15,11,13,12,6,6,7,6,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Monster/Hot Monster/Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,13,7,11,11,10,14,11,14,11,6,6,7,7,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Monster/Hot Monster/Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,15,6,12,10,9,15,10,14,12,6,7,6,6,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Monster/Hot Monster/Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,14,7,12,10,10,14,10,14,11,6,7,6,7,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,10,10,8,8,12,13,12,11,14,10,9,11,9,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,11,8,8,13,12,12,12,13,10,9,11,10,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,10,9,7,12,13,11,12,14,10,10,10,9,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,11,9,7,13,12,11,12,13,10,10,10,10,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,12,6,12,5,9,16,11,15,13,10,9,10,9,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,7,12,5,10,15,11,16,12,10,9,10,10,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,6,13,4,9,16,10,16,13,10,10,9,9,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,12,7,13,4,10,15,10,16,12,10,10,9,10,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,13,5,12,4,7,17,9,15,11,8,5,9,6,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,6,12,4,8,16,9,16,10,8,5,9,7,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,5,13,3,7,17,8,16,11,8,6,8,6,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,6,13,3,8,16,8,16,10,8,6,8,7,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,14,4,9,6,7,17,12,12,13,8,7,8,5,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,13,5,9,6,8,16,12,13,12,8,7,8,6,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,15,4,10,5,7,17,11,13,13,8,8,7,5,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,14,5,10,5,8,16,11,13,12,8,8,7,6,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,10,9,9,7,11,14,11,13,13,9,8,11,7,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,9,10,9,7,12,13,11,14,12,9,8,11,8,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,11,9,10,6,11,14,10,14,13,9,9,10,7,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,10,10,10,6,12,13,10,14,12,9,9,10,8,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,13,7,11,10,8,16,13,13,12,7,6,9,7,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,8,11,10,9,15,13,14,11,7,6,9,8,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,7,12,9,8,16,12,14,12,7,7,8,7,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,8,12,9,9,15,12,14,11,7,7,8,8,24,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,11,8,10,10,11,14,10,12,15,8,6,9,8,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,9,10,10,12,13,10,13,14,8,6,9,9,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,8,11,9,11,14,9,13,15,8,7,8,8,25,false
Mario/Ludwig/Mii (medium),Circuit Special/B Dasher/P-Wing,Sponge/Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,9,11,9,12,13,9,13,14,8,7,8,9,25,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Standard/Blue Standard/GLA Tires,Super Glider/Waddle Wing/Hylian Kite,13,7,9,13,9,15,13,12,13,8,8,9,8,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Standard/Blue Standard/GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,8,9,13,10,14,13,13,12,8,8,9,9,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Standard/Blue Standard/GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,7,10,12,9,15,12,13,13,8,9,8,8,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Standard/Blue Standard/GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,8,10,12,10,14,12,13,12,8,9,8,9,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Monster/Hot Monster/Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,15,5,10,15,8,15,12,12,11,5,6,6,6,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Monster/Hot Monster/Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,14,6,10,15,9,14,12,13,10,5,6,6,7,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Monster/Hot Monster/Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,16,5,11,14,8,15,11,13,11,5,7,5,6,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Monster/Hot Monster/Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,15,6,11,14,9,14,11,13,10,5,7,5,7,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,11,9,7,12,11,13,13,10,13,9,9,10,9,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,10,7,12,12,12,13,11,12,9,9,10,10,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,9,8,11,11,13,12,11,13,9,10,9,9,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,10,8,11,12,12,12,11,12,9,10,9,10,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,13,5,11,9,8,16,12,14,12,9,9,9,9,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,12,6,11,9,9,15,12,15,11,9,9,9,10,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,14,5,12,8,8,16,11,15,12,9,10,8,9,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,13,6,12,8,9,15,11,15,11,9,10,8,10,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,14,4,11,8,6,17,10,14,10,7,5,8,6,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,13,5,11,8,7,16,10,15,9,7,5,8,7,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,15,4,12,7,6,17,9,15,10,7,6,7,6,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,14,5,12,7,7,16,9,15,9,7,6,7,7,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Metal/Gold Tires,Super Glider/Waddle Wing/Hylian Kite,15,3,8,10,6,17,13,11,12,7,7,7,5,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Metal/Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,14,4,8,10,7,16,13,12,11,7,7,7,6,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Metal/Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,16,3,9,9,6,17,12,12,12,7,8,6,5,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Metal/Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,15,4,9,9,7,16,12,12,11,7,8,6,6,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Button/Leaf Tires,Super Glider/Waddle Wing/Hylian Kite,11,8,8,11,10,14,12,12,12,8,8,10,7,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Button/Leaf Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,10,9,8,11,11,13,12,13,11,8,8,10,8,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Button/Leaf Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,12,8,9,10,10,14,11,13,12,8,9,9,7,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Button/Leaf Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,11,9,9,10,11,13,11,13,11,8,9,9,8,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Off-Road/Retro Off-Road/Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,14,6,10,14,7,16,14,12,11,6,6,8,7,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Off-Road/Retro Off-Road/Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,13,7,10,14,8,15,14,13,10,6,6,8,8,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Off-Road/Retro Off-Road/Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,15,6,11,13,7,16,13,13,11,6,7,7,7,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Off-Road/Retro Off-Road/Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,14,7,11,13,8,15,13,13,10,6,7,7,8,23,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Sponge/Cushion,Super Glider/Waddle Wing/Hylian Kite,12,7,9,14,10,14,11,11,14,7,6,8,8,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Sponge/Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,11,8,9,14,11,13,11,12,13,7,6,8,9,24,false
Mario/Ludwig/Mii (medium),Badwagon/Standard ATV/GLA,Sponge/Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,13,7,10,13,10,14,10,12,14,7,7,7,8,24,false
